"Data Source","World Development Indicators",
"Post-demographic dividend","PST","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.67936577813985","2.61747328779602","2.57440355829662","2.55951105769954","2.55353699330819","2.54473017790495","2.53525195884291","2.53301346230114","2.52997159453521","2.52871756282102","2.52772703215919","2.5270809684296","2.52554208918133","2.52244285358448","2.51943517787277","2.53654323058441","2.54660778410399","2.55310409130761","","",
"French Polynesia","PYF","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.6","4.3","4","3.9","3.9","3.9","4","4","4.1","4.1","4.2","4.2","4.1","4.1","4.1","4.2","4.2","4.2","","",
"Qatar","QAT","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Romania","ROU","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","","",
"Russian Federation","RUS","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.1","4.4","3.7","3.1","2.6","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","","",
"Rwanda","RWA","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","55.5","49.7","45.7","44.9","44.9","44.5","43.2","41.1","38.6","35.9","34","32.9","32.5","32.9","33.9","35.1","36","36.8","","",
"South Asia","SAS","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.458075417719","20.3256400643692","21.5571686295365","22.29235800442","22.524723401975","21.83171061961","20.5042980326496","19.2163902339263","18.2758036885192","17.9125131918645","17.7531270666704","17.7400656088888","17.587373093534","17.2901778425379","16.8433084256003","16.2120039247661","15.7162483767331","15.3441571439123","","",
"Saudi Arabia","SAU","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.1","6.4","7","7.6","7.9","7.9","7.7","7.7","7.7","7.6","7","6.4","5.7","5.4","5.3","5.6","6.2","7.1","","",
"Sudan","SDN","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23.5","22.5","21","20.1","19.9","20.1","","",
"Senegal","SEN","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28.7","27.6","26.7","25.2","23.4","21.6","19.2","16.9","14.7","13.6","13.1","13.1","13.3","13.5","13.4","13","12","11.3","","",
"Singapore","SGP","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Solomon Islands","SLB","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15","14.5","13.6","12.9","12.3","11.9","11.4","11.2","10.9","10.7","10.6","11.1","12.1","12.8","12.7","11.4","10","8.9","","",
"Sierra Leone","SLE","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","39.6","40.3","40","39.6","38.8","37","34.6","32.2","30.4","28.7","27","25.2","23.7","22.6","22","23","24.4","25.6","","",
"El Salvador","SLV","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11","9.3","8.9","9.3","10","10.5","10.8","11","11.4","11.9","12.4","12.5","12.2","11.5","10.6","9.8","9.3","9","","",
"San Marino","SMR","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Somalia","SOM","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Serbia","SRB","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6","6","6","5.9","5.9","6","6.1","6","6","5.9","5.7","5.7","","",
"Sub-Saharan Africa (excluding high income)","SSA","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27.5968811550074","26.8797085434108","26.350811918498","25.5045697503139","24.5010515466831","23.4477177988615","22.7300986536762","22.2024507502581","21.7113635398223","21.1362226404031","20.5949294902112","20.151653806587","20.0026430553003","19.8099451166303","19.7377819016149","20.0779183703255","20.7102365460195","21.3504029980237","","",
"South Sudan","SSD","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sub-Saharan Africa","SSF","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27.5968811550074","26.8797085434108","26.350811918498","25.5045697503139","24.5010515466831","23.4477177988615","22.7300986536762","22.2024507502581","21.7113635398223","21.1362226404031","20.5949294902112","20.1516538065871","20.0026430553003","19.8099451166303","19.7377819016149","20.0779183703255","20.7102365460195","21.3504029980237","","",
"Small states","SST","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.5513731202536","14.8356188747237","14.5586111290944","14.3809908919997","14.2512908350798","14.1753353654945","13.9915300535792","14.1168103130067","14.2901909525393","14.3264426182046","14.1187667561258","13.7629189959444","13.4693011760708","13.3289226805363","13.3280847905211","13.31588591556","13.2468985480905","13.12349640563","","",
"Sao Tome and Principe","STP","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.8","14.5","12.3","10.9","9.9","9.4","9.4","10.1","11.3","12.9","14.6","15.5","14.6","12.1","9","7.1","6.7","7","","",
"Suriname","SUR","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13","12.9","12.4","12.1","11.6","10.9","10.3","9.7","9.1","8.4","8","8.1","8.3","8.2","8.1","8.1","8.3","8.5","","",
"Slovak Republic","SVK","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.9","6.5","6.7","6.5","6.3","6.2","6.1","5.9","5.4","4.8","4.3","4.1","3.9","3.8","3.7","3.7","3.6","3.4","","",
"Slovenia","SVN","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","","",
"Sweden","SWE","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","","",
"Eswatini","SWZ","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.2","17.4","16","15.3","15.5","17","19.1","21.2","22.6","23.3","23.2","22.7","22.7","22.7","23","22.4","21.7","20.6","","",
"Sint Maarten (Dutch part)","SXM","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Seychelles","SYC","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Syrian Arab Republic","SYR","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Turks and Caicos Islands","TCA","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chad","TCD","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40.1","39.8","39.7","39.1","39.1","39.2","39.8","40.3","40.7","40.8","40","38.9","37.6","36.9","36.5","36.5","36.8","37.5","","",
"East Asia & Pacific (IDA & IBRD countries)","TEA","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.9568890913287","17.7165493911776","17.4058541200595","17.1056559861671","16.8187417381171","16.3882993157766","15.7972979177275","15.1001987711965","14.2268695631085","13.2119064786604","12.3044904048839","11.3698041764502","10.7298168893566","10.096802130252","9.56659271261458","9.19387719347517","8.99977029491914","8.87113630706614","","",
"Europe & Central Asia (IDA & IBRD countries)","TEC","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.68193569019928","5.38042690596104","4.98149063851836","4.54135689214928","4.11304006845107","3.8144178618715","3.63017837346461","3.48556923681688","3.39487948339225","3.33108409177277","3.27756100926866","3.20476596609316","3.13640915505673","3.08015068258513","3.04476701255662","3.07742579716238","3.10329103497183","3.13327256733426","","",
"Togo","TGO","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31.1","30.5","29.8","28.6","27.2","26","24.9","23.9","22.9","22","21","20.1","19.2","18.3","17.5","17.1","16.6","16.1","","",
"Thailand","THA","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.8","18.3","17.1","15.8","14.2","12.5","11","10.3","10","9.8","9.2","8.7","8.4","8.2","8","7.9","7.8","7.8","","",
"Tajikistan","TJK","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Turkmenistan","TKM","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.2","7.6","6.9","6","5.3","4.8","4.6","4.4","4.5","4.6","4.8","4.9","4.9","4.8","4.7","4.9","5.1","5.4","","",
"Latin America & the Caribbean (IDA & IBRD countries)","TLA","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.1432308457964","11.5407109139079","10.9888713194448","10.4681748105664","9.89028506255099","9.15999334200586","8.45503277771777","7.81196356031838","7.40249678674321","7.17515607937969","6.98740059731766","6.80215018197825","6.64191379252154","6.49094828522068","6.42868079721849","6.44525736448351","6.5206157444791","6.60243721010512","","",
"Timor-Leste","TLS","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40.4","35.6","31.8","30.5","30.6","31.3","31.5","31.5","31","30.5","29.2","27.9","26.7","26.5","26.3","26.1","25.4","24.9","","",
"Middle East & North Africa (IDA & IBRD countries)","TMN","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.0129239175077","9.9372227453582","9.9623285672828","10.0065986234465","10.0558542671109","10.0945911442236","10.0673882956029","9.94165637054185","9.76304023168957","9.42874049587411","9.13556387149768","8.95819555167457","8.93353932054818","9.08821823382537","9.36646345554931","9.68869504460075","9.99608249454248","10.1730697965876","","",
"Tonga","TON","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"South Asia (IDA & IBRD)","TSA","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.458075417719","20.3256400643692","21.5571686295365","22.29235800442","22.524723401975","21.83171061961","20.5042980326496","19.2163902339263","18.2758036885192","17.9125131918645","17.7531270666704","17.7400656088888","17.587373093534","17.2901778425379","16.8433084256003","16.2120039247661","15.7162483767331","15.3441571439123","","",
"Sub-Saharan Africa (IDA & IBRD countries)","TSS","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27.5968811550074","26.8797085434108","26.350811918498","25.5045697503138","24.5010515466831","23.4477177988615","22.7300986536762","22.2024507502581","21.7113635398223","21.1362226404031","20.5949294902112","20.1516538065871","20.0026430553003","19.8099451166303","19.7377819016149","20.0779183703255","20.7102365460195","21.3504029980237","","",
"Trinidad and Tobago","TTO","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.6","11.2","11.3","11.8","12","11.8","11.3","10.7","10.4","10.1","9.6","8.6","7.5","6.8","6.4","6.3","5.8","5.5","","",
"Tunisia","TUN","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.9","5.2","5.6","5.6","5.6","5.6","5.5","5.4","5.2","5","4.8","4.6","4.5","4.5","4.4","4.4","4.3","4.3","","",
"Turkey","TUR","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","","",
"Tuvalu","TUV","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Tanzania","TZA","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36.5","36.9","36.8","36.8","35.7","34.4","33.4","33.2","34.1","34.5","34.6","33.6","32.9","32.4","31.9","31.5","30.9","30.7","","",
"Uganda","UGA","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27.7","27.4","26.4","24.9","23.7","24.1","25.8","28.1","29.6","30.4","30.9","31.6","32.3","33.4","35.1","37.5","39.7","41","","",
"Ukraine","UKR","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.5","3.6","2.8","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","3","3.3","3.5","","",
"Upper middle income","UMC","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.1254018590292","12.8704561254151","12.6089289529445","12.3437046196197","12.0614372979549","11.6811566956142","11.2034182138174","10.7168346655615","10.1653518037973","9.58263589473345","9.11249986994354","8.6064105439764","8.2316758160161","7.82178018522802","7.49924270926063","7.31628977164553","7.24419793063523","7.21483773082868","","",
"Uruguay","URY","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.2","4.1","4.1","4.2","4.3","4.3","4","3.5","3","2.7","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","","",
"United States","USA","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","","",
"Uzbekistan","UZB","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.2","18.8","19.8","18.9","16.9","14.5","12.4","11.1","10.3","9.7","9","8.1","7.4","6.9","6.6","6.4","6.3","6.3","","",
"St. Vincent and the Grenadines","VCT","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.7","14.8","12.7","11.1","9.8","9.1","8.4","7.8","7.4","7","6.7","6.4","6","5.7","5.5","5.7","5.8","5.7","","",
"Venezuela, RB","VEN","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.4","16.3","16.8","15.2","13.1","10.5","8.4","6","4","3.1","3.1","3.7","4.8","6.4","9.5","13.7","18","21.2","","",
"British Virgin Islands","VGB","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Virgin Islands (U.S.)","VIR","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Vietnam","VNM","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24.3","22.5","20.7","19.3","18.5","18.2","17.6","16.7","15.5","14.5","13.6","12.9","12.2","11.4","10.5","9.8","9.4","9.3","","",
"Vanuatu","VUT","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.2","8.1","8","7.7","7.4","7","6.6","6.1","5.8","5.8","5.9","6.1","6.3","6.5","6.7","6.9","7.1","7.2","","",
"World","WLD","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.8","14.9","15.1","15.1","14.9","14.5","13.8","13.1","12.6","12.3","11.8","11.6","11.3","11.1","10.8","10.6","10.7","10.8","","",
"Samoa","WSM","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.3","4.4","4.1","3.8","3.6","3.5","3.5","3.6","3.5","3.5","3.4","3.3","3.1","2.9","2.8","2.7","2.7","2.7","","",
"Kosovo","XKX","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Yemen, Rep.","YEM","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.9","30.1","30.6","31","30.9","30.1","28.9","27.6","27","26.2","25.7","25.3","26.2","28.2","31.4","34.4","37.5","38.9","","",
"South Africa","ZAF","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5","4.7","4.6","4.4","4.3","4.4","4.5","4.6","4.6","4.5","4.4","4.4","4.5","4.8","5.2","5.7","6.1","6.2","","",
"Zambia","ZMB","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","47.4","49","50","49.9","50.2","51.1","52.6","53.5","53","51.5","50","48.8","47.7","46.2","45","44.8","45.6","46.7","","",
"Zimbabwe","ZWE","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40.2","40.4","40.8","41.5","41.9","42.2","42.1","42.6","43","42.8","41.9","41.3","42","44.1","46.9","49.5","50.9","51.3","","",
